gid,risk_category,region,business_type,regulatory_status,compliance_level,revenue,employee_count,years_in_business,credit_score,debt_to_equity_ratio,liquidity_ratio,market_share,growth_rate,profitability_margin,customer_satisfaction,operational_efficiency,regulatory_violations,audit_score,description,g2g_score
7e0789a7-14c9-497c-8800-c9c1ff687521,Low,North America,Retail,Compliant,Excellent,1068695.18981275,118,1,810,0.9140569145185974,1.4440017325258592,0.20647697245126959,0.0387422454272534,-0.08415369317884679,52.27213406702172,97.33748534889048,0,93.51402092378828,Leading retail organization based in north america showing challenging growth trajectory and maintaining excellent compliance standards.,0.5825
a3d03acf-4fad-4779-890e-897182d1a0bf,High,Latin America,Retail,Major Issues,Poor,35293153.899462804,76,1,440,1.1798078313189766,1.336600891954987,0.022342745756353154,0.4059263443059958,0.1321248454500799,99.70423515580778,99.5886785565765,6,89.72272812453765,A retail company operating in latin america with weak regulatory compliance and solid financial performance.,0.5145
5a4b62b4-aaef-4c04-ac55-80c2c6e36c63,Low,Africa,Energy,Compliant,Good,1233972.5426000296,38,27,704,1.2090797194639125,1.9428314938081903,0.12476003668923782,0.3864980734523459,0.22956897243498492,88.99518210582525,54.76530168544361,0,77.36740843457483,Established energy business in africa market with outstanding operational metrics and strong regulatory standing.,0.6561
8a8c7462-8200-41c2-8e21-b616635a1dc0,High,Africa,Energy,Minor Issues,Fair,980739.9749575619,170,9,587,3.168489248489412,0.3741918294568147,0.09297522611159627,0.09340908787184742,0.106927182997832,72.66484146911881,93.35564123319615,1,73.8163126495182,Established energy business in africa market with good operational metrics and adequate regulatory standing.,0.4769
c863cf7a-0b10-4649-b36b-9d24a22507ee,Medium,Europe,Energy,Compliant,Good,1408493.199864208,3,11,628,0.2824647402683548,1.6646785657413448,0.11912533589069269,-0.05272239128769772,0.12295530089794385,77.47791570180866,81.37873348939283,0,88.38496407494414,Leading energy organization based in europe showing solid growth trajectory and maintaining strong compliance standards.,0.6256
4357bfcc-c7eb-470c-9979-71440127a4cc,High,Latin America,Retail,Under Review,Good,8520279.057465589,90,3,640,0.7006757541037948,1.2757767828259818,0.09223701981968901,0.28334567882074263,-0.0305774463542815,79.21446481377299,48.83229194305896,1,79.87085625028584,Established retail business in latin america market with challenging operational metrics and strong regulatory standing.,0.5829
901c0fa6-c985-4660-aaf3-970c646a31e0,High,Africa,Technology,Major Issues,Poor,162376.19335361812,75,1,580,4.506945255928597,3.6960032299858883,0.4251072780275164,-0.06844072303878712,0.08993704639202815,75.83587368433042,91.88383036941897,3,29.757912494796646,Established technology business in africa market with good operational metrics and weak regulatory standing.,0.347
ed6e6bfb-3704-49c0-a5a7-4fe6eb27d448,High,Europe,Healthcare,Major Issues,Fair,14857.004464224672,50,19,625,0.22856738919516784,0.8955517212340985,0.2589057743035697,-0.08597888631125052,0.10005592940457399,77.37383971430053,56.44867574532586,3,72.23929845208717,A healthcare company operating in europe with adequate regulatory compliance and solid financial performance.,0.565
6a5a4845-9d80-424d-92a4-32bed3a6e5de,Medium,North America,Energy,Minor Issues,Fair,1484866.4054718101,34,1,607,0.5153410167182331,2.866182001382366,0.14154509289084738,0.26333050193119056,-0.07394588512693179,63.44216683748846,57.51941412718913,2,84.4418603552604,Leading energy organization based in north america showing challenging growth trajectory and maintaining adequate compliance standards.,0.5683
4d3d4f92-9335-4f43-813c-cf2de2395a2f,High,Africa,Energy,Major Issues,Fair,6276142.163360338,8,4,463,0.5204589152686848,3.6308250355377805,0.05562795459434493,0.3432191272976547,-0.04027755330005302,66.82616647561638,89.43645380345471,2,69.53562624045139,Leading energy organization based in africa showing moderate growth trajectory and maintaining adequate compliance standards.,0.5028
b1bd4bcd-b408-4d28-9340-f460ef7d2765,Low,Asia Pacific,Energy,Major Issues,Excellent,14454671.21916783,73,2,701,4.975168485712443,2.5359160884472263,0.10929741469591153,0.3230800167748816,0.22563957082089112,59.94363162654944,80.20592779164646,1,88.83613953816771,Leading energy organization based in asia pacific showing excellent growth trajectory and maintaining excellent compliance standards.,0.4752
20ef64d3-42f7-485f-9bdd-f61a96fa543f,High,Asia Pacific,Retail,Major Issues,Fair,10302878.893852495,3,5,584,1.1593608929757315,0.9850974899799979,0.2245744723218219,-0.14787699744792654,0.30480676306150356,73.55910150413025,92.98546652571352,0,59.45235362311169,A retail company operating in asia pacific with adequate regulatory compliance and outstanding financial performance.,0.6602
648a1726-af89-4105-a217-90e06ae63191,Medium,Asia Pacific,Healthcare,Compliant,Excellent,2974155.510777692,147,5,710,1.7389761921896572,3.5668721848629583,0.21787239787311435,0.12005755780226805,0.15875622459602406,70.7502702625108,72.4410786900601,1,72.49003669018153,Established healthcare business in asia pacific market with excellent operational metrics and excellent regulatory standing.,0.8313
98ecac09-cf5f-4881-b47f-0b98544a5dda,Medium,North America,Healthcare,Major Issues,Critical,21350113.460885886,25,1,565,1.4930584614359943,0.8820637695284441,0.3538061280010595,0.014040341258873767,0.04795321267545146,90.6531886392983,87.35530048341776,2,55.660644107904325,Leading healthcare organization based in north america showing declining growth trajectory and maintaining concerning compliance standards.,0.4971
f530bd4b-8055-4bd7-a7df-564e5c27455a,Low,Africa,Finance,Compliant,Excellent,2317902.5416800706,16,3,739,4.015587018230018,1.8240981411304251,0.18484004314577862,0.18008091402977575,0.22911758565819554,81.90112515449471,65.0053743434973,0,82.54930381683664,Leading finance organization based in africa showing strong growth trajectory and maintaining excellent compliance standards.,0.5961
2a4a18f4-ac44-445a-bf4f-9763d7566221,High,Middle East,Healthcare,Minor Issues,Fair,2692015.8705890225,59,4,516,1.6125952426813395,1.5266458657993973,0.10694783944909313,0.2591272943826603,0.30013585702883544,82.04431184063256,36.01985590312665,4,72.66063087759319,Established healthcare business in middle east market with outstanding operational metrics and adequate regulatory standing.,0.5524
7f8fe11a-2ec6-432f-ba71-7d35c9d7b0b6,Medium,Asia Pacific,Finance,Under Review,Fair,31057707.640868075,14,2,708,1.0371470594412489,1.129081784231315,0.28752283731922723,0.24555708040858967,0.11060528543718287,77.36042251935444,100.0,2,63.03239611746268,A finance company operating in asia pacific with adequate regulatory compliance and solid financial performance.,0.5903
f165a547-fe13-4242-b576-7b997362568b,Medium,Asia Pacific,Energy,Compliant,Good,1105935.068821354,142,19,601,1.9933376001537577,2.4388358535602586,0.03055461322584032,0.10845813253370871,0.09628637034068802,70.05127897299789,62.97718612358322,0,96.07388428338713,Leading energy organization based in asia pacific showing solid growth trajectory and maintaining strong compliance standards.,0.6063
83f670eb-b79d-4d84-96ab-84ddc0db53b8,Low,Asia Pacific,Manufacturing,Under Review,Good,7400252.629807538,1130,7,713,0.6045580536912111,1.4901346359338776,0.09300665648064131,0.18174491167880613,0.09615763754286587,94.47989601246503,72.1535973945321,0,89.63723857390433,Established manufacturing business in asia pacific market with good operational metrics and strong regulatory standing.,0.705
a02481b7-4f25-4378-bd56-90db22e79075,Low,North America,Energy,Compliant,Excellent,19693064.532222465,40,2,687,3.1740605006806395,1.569424972888895,0.2970257003246022,0.0454915346605426,0.1455813824185763,81.71562840025972,82.85445519735087,0,98.29152530132431,Established energy business in north america market with good operational metrics and excellent regulatory standing.,0.6289
deaaaa05-e0b9-4f32-a2e5-63120bd4e469,Low,North America,Energy,Compliant,Excellent,223563.47517326838,192,2,717,0.8013006397269324,1.6237959254412797,0.19722336954667716,0.23352822836984902,0.012509684314928403,80.58197086639741,79.57744327863672,0,75.33023856870787,Leading energy organization based in north america showing moderate growth trajectory and maintaining excellent compliance standards.,0.6842
0756d042-eb72-4625-b1d8-f2c3689f374b,Low,Africa,Energy,Compliant,Excellent,1274142.110242534,273,3,795,1.5558457185022045,1.7525264697250045,0.09068542719978541,0.2874717501308412,0.12975679206067986,72.4210246445322,72.92496015637711,1,90.22120357255079,Established energy business in africa market with stable operational metrics and excellent regulatory standing.,0.7101
0d136f33-182d-4dad-abee-f49243cd2b43,High,Europe,Telecommunications,Major Issues,Good,21862664.9245156,11,12,512,0.9807049062337896,5.961738988824392,0.36051441370130877,0.08570052172523004,0.1096025061374609,84.20276959095625,49.54414869603189,0,95.91046102164667,A telecommunications company operating in europe with strong regulatory compliance and good financial performance.,0.6649
2340a0da-61b1-4f7d-82ff-20c66736ff0d,High,Middle East,Finance,Major Issues,Poor,2769834.614399857,31,7,642,1.421115613042836,0.9676097215046675,0.037444166173080516,0.06097827531454673,0.06189594872249378,95.82469052150712,100.0,3,75.51288965251548,Leading finance organization based in middle east showing declining growth trajectory and maintaining weak compliance standards.,0.4802
7ef97cf2-ee95-49af-850a-800978ae16dd,Medium,North America,Finance,Under Review,Good,27365756.30215761,287,1,607,0.9631592973035284,2.1950931793034982,0.27611516449599655,-0.15348728479896265,0.065750787122727,97.51139685951466,87.00443484226986,0,93.47079009985035,A finance company operating in north america with strong regulatory compliance and moderate financial performance.,0.6755
9e65b1c6-79df-4476-9ca3-6a3c721a1f79,High,Latin America,Telecommunications,Major Issues,Good,2515967.6888750885,11,21,555,0.20218734768437507,2.8570699447098153,0.4026948456089831,0.520662927075166,0.18865462533900132,59.401411093117034,82.2554781012514,1,74.46584436826343,Leading telecommunications organization based in latin america showing outstanding growth trajectory and maintaining strong compliance standards.,0.7157
99fbb1fa-a5e1-4e33-9041-149326c4290c,Medium,Europe,Healthcare,Under Review,Fair,5049833.075553761,73,9,676,1.6669309440461404,0.8304372184753577,0.4937810197725849,0.07037924801105111,0.12630099282427845,79.8203582317541,78.4384150847057,4,85.70380191475017,A healthcare company operating in europe with adequate regulatory compliance and solid financial performance.,0.6146
08442838-301d-4ea3-8aa8-6546c909065b,Medium,Middle East,Healthcare,Compliant,Excellent,57577.60114507246,272,6,713,6.030941730447929,1.3746250670160234,0.15294266360222739,-0.07735103838557295,0.3513573581830239,75.49540564448697,37.386532651694715,0,86.7097097156822,Leading healthcare organization based in middle east showing strong growth trajectory and maintaining excellent compliance standards.,0.5479
bb5ea19c-8344-4e62-946b-beefc5c18c4e,Medium,Middle East,Telecommunications,Under Review,Excellent,23180496.191574853,47,1,565,1.3665944950298823,0.847026868346251,0.41318309103695583,-0.04433921212988829,0.11307819833339627,64.24700669463613,100.0,2,79.59677816862512,Leading telecommunications organization based in middle east showing solid growth trajectory and maintaining excellent compliance standards.,0.6267
c70e469b-4d5c-4a64-b105-6b2248393d2b,Low,Latin America,Finance,Compliant,Good,36481169.86562765,97,17,714,0.5884162142997753,0.7106585788176798,0.4239326374496328,0.19270639806139186,0.04252741875446421,88.42386565416662,64.10100643415944,1,97.47742072673734,A finance company operating in latin america with strong regulatory compliance and declining financial performance.,0.6174
34e6714f-306f-42da-a1ef-a5bf23631814,Low,Latin America,Technology,Compliant,Excellent,1981495.8089761592,7,7,787,1.7050327568003179,0.6506920684930131,0.06511199947806254,0.13849408790448522,0.19632544151079076,85.21944261630706,64.53071507090351,1,96.30703308614501,Established technology business in latin america market with outstanding operational metrics and excellent regulatory standing.,0.7579
a6ab4a7a-cf87-4f77-b269-abd1ffcd9f2a,Medium,Latin America,Retail,Under Review,Fair,8246114.443014184,1308,3,723,0.3799510634486265,4.497597800370512,0.22226791202068694,-0.022133092305862263,0.14310047939570955,61.18989610380951,73.38721648072156,0,48.7942825464253,A retail company operating in latin america with adequate regulatory compliance and stable financial performance.,0.5629
1ce34839-f448-486b-bcaf-bfcaf5980725,Low,Asia Pacific,Energy,Major Issues,Poor,1204295.7579901041,72,1,734,1.4962901884380022,2.33833134833265,0.10369474691549707,0.09307796063096453,0.15664712974853412,62.278519509911526,37.97961404596495,9,41.228255874854085,Leading energy organization based in asia pacific showing excellent growth trajectory and maintaining weak compliance standards.,0.564
52325685-8993-4122-9d24-de643937f2e2,High,Asia Pacific,Telecommunications,Minor Issues,Good,3616696.619681819,70,13,548,1.923628101960059,3.7966706175537377,0.491271752880986,0.08959351803663995,0.051239023827257354,72.19543045521831,71.13299849794214,1,90.2969275435673,Leading telecommunications organization based in asia pacific showing challenging growth trajectory and maintaining strong compliance standards.,0.5833
9f3f6051-38c5-4130-9f7a-d0f30b01debe,High,Middle East,Healthcare,Major Issues,Poor,11585241.940421619,68,32,526,0.6370422991400361,1.288451753162806,0.17391329239790737,0.08235300706934032,0.041701465490047745,51.985520604233116,88.24870498518334,6,26.59773947881281,A healthcare company operating in middle east with weak regulatory compliance and challenging financial performance.,0.3719
c834ffc3-9f1c-49a5-a729-11f7a4680488,Medium,Middle East,Energy,Compliant,Excellent,8162611.335052452,9,3,674,2.3653988556892456,1.5320272500748569,0.13239376637271563,0.41276321361720913,0.06883227145129661,83.3074999767232,91.83102848627993,1,90.33014079151138,Leading energy organization based in middle east showing moderate growth trajectory and maintaining excellent compliance standards.,0.6274
5a2fdaff-0f0a-43dc-9fba-5e97417e3e1f,Medium,Latin America,Retail,Compliant,Fair,26161760.371876355,13,2,520,0.9057140233809219,2.9614796193704924,0.16223899805349512,0.19895845709861437,0.19822018078554401,73.15479114964634,71.88358883360817,0,33.491466151779484,Established retail business in latin america market with excellent operational metrics and adequate regulatory standing.,0.6659
bd1f1d2c-5f76-457c-9806-385c155c1b3b,Critical,Asia Pacific,Telecommunications,Non-Compliant,Fair,662702.2309440689,43,5,463,1.2172414430746914,0.9833106155497227,0.09195804425418336,0.16614626612577257,0.03751836565880875,69.44240547465722,49.78811826586786,4,68.99224629007125,A telecommunications company operating in asia pacific with adequate regulatory compliance and challenging financial performance.,0.3516
9c715333-4987-46f6-926f-94b8be7a31d8,Medium,North America,Technology,Major Issues,Critical,64041.51482887155,198,15,615,1.9543353528891483,1.0118828328681084,0.34136296435028285,-0.07582027420038338,0.14023203239313087,79.89412006270028,70.60623314988685,2,57.99375903505283,Established technology business in north america market with good operational metrics and concerning regulatory standing.,0.4282
2da2b062-7899-45a4-a7e3-af615910e4c0,Medium,Latin America,Retail,Under Review,Fair,4525958.781088499,15,16,578,0.8300123236009938,3.6549618376989494,0.22980441441948896,0.17153665634071188,0.12710921256413937,87.25307670030612,91.99809901835766,3,57.1284168284771,Leading retail organization based in latin america showing good growth trajectory and maintaining adequate compliance standards.,0.6478
b90e3565-a327-429e-82a6-58575beb637e,Critical,North America,Finance,Major Issues,Critical,11953813.032789929,728,17,418,0.256897177975007,3.9523781299889866,0.46001312287502705,0.25498228864655087,0.054160175600724336,77.71674765316591,53.28475729958182,4,91.23007153272796,Leading finance organization based in north america showing declining growth trajectory and maintaining concerning compliance standards.,0.601
e5d46cf6-4ddb-44fb-ac14-12b7f3038cb1,Medium,Latin America,Finance,Compliant,Good,9885161.752692616,26,5,595,0.784683870133851,0.9737648302684032,0.22426716303389493,0.21233236737002117,0.1364551734933801,58.774457406293976,43.44568208486774,2,84.84180289737932,Leading finance organization based in latin america showing solid growth trajectory and maintaining strong compliance standards.,0.5349
d332a4a6-af5f-43a0-9c83-69c0cea5bdc8,Medium,Europe,Healthcare,Compliant,Excellent,6565168.216817961,257,14,638,1.508144496952799,1.197671788786058,0.20882255267068306,0.07587276424240456,0.24178012773357954,99.91888821821804,60.858074868274564,1,75.01614560811709,A healthcare company operating in europe with excellent regulatory compliance and outstanding financial performance.,0.6872
9221c139-915b-4037-b5d6-0814ee38c7c4,Low,Latin America,Technology,Compliant,Excellent,1780381.640438467,573,11,748,0.5500372128493978,0.3849875987840081,0.26949340936066607,0.09309965868731138,-0.02500366855092341,67.06420983980559,85.88529359243654,0,72.4571057683075,Established technology business in latin america market with moderate operational metrics and excellent regulatory standing.,0.6546
eb4c951d-49af-44d3-ab77-3c2c2580e0e1,Critical,Middle East,Manufacturing,Under Review,Good,2513518.664920043,249,12,300,5.691595987908292,2.898498871112374,0.27580855482403926,-0.08864388913087462,0.15201523045846035,99.48978746545696,64.78175467765739,0,81.9775032407848,Established manufacturing business in middle east market with excellent operational metrics and strong regulatory standing.,0.4192
c77b7d4f-74f7-4ef7-a0ca-00c03355dc2b,Low,North America,Telecommunications,Under Review,Fair,465993.7745874956,108,2,754,1.6670014332703968,2.0551305618014055,0.40211509161943043,-0.024540961762085742,0.20116627018707708,68.05252700292802,53.93272407879458,1,38.05034686625579,Established telecommunications business in north america market with strong operational metrics and adequate regulatory standing.,0.617
e26cc4fc-6895-40cf-b442-55f9f32fe887,Low,Latin America,Manufacturing,Compliant,Good,184138.60542530517,112,12,707,1.9484727709371468,1.2755106239034104,0.12911116164067987,-0.001976109176313173,0.058742634405359824,79.46973354566177,85.21809486313816,0,100.0,A manufacturing company operating in latin america with strong regulatory compliance and challenging financial performance.,0.5571
6294aa60-2ebb-4ac6-ba40-f32e5877eccb,High,Africa,Telecommunications,Non-Compliant,Fair,2248359.6637979113,239,1,552,0.8077264985859125,4.83438321853745,0.19359682073249024,0.027025056078396753,0.12167796310769542,79.56289379330133,100.0,2,75.26177763632214,A telecommunications company operating in africa with adequate regulatory compliance and solid financial performance.,0.6697
1b51d490-da27-42fd-ac3d-ce6114851dcb,High,Africa,Technology,Under Review,Excellent,1051867.8524982166,16,7,592,4.735567229437183,0.6226649234457502,0.23487167370719986,0.0323640201764393,0.04596308441153773,82.0433875402939,49.868780178241956,1,82.7574484124243,Established technology business in africa market with moderate operational metrics and excellent regulatory standing.,0.3795
29911df7-c7d8-4e1b-97a5-47c6dc393472,Medium,Middle East,Healthcare,Minor Issues,Poor,18228820.61812779,91,1,627,0.4021483008616599,0.7496122655611799,0.12733205136389783,-0.07206069871237959,0.06978793109323547,74.75401835616317,61.887500175758674,11,48.65217528563612,Leading healthcare organization based in middle east showing challenging growth trajectory and maintaining weak compliance standards.,0.4369
58c0b84c-8137-46be-9548-21ef4b4d0a92,Low,North America,Energy,Compliant,Excellent,1859767.6870883356,145,1,826,0.3834740791766194,0.7680535193986189,0.3241575489458017,0.20785270353417082,0.04523854302264247,100.0,87.1862019538689,0,84.36776543517041,A energy company operating in north america with excellent regulatory compliance and moderate financial performance.,0.6585
fb04eb3a-e345-4cb2-a1e6-22d40fb85061,High,Latin America,Healthcare,Major Issues,Poor,62339892.31850887,32,7,540,2.143199139535568,4.337798471562634,0.43575606846924225,0.19743053653720197,0.08031500094960413,62.35130107025713,100.0,6,46.482283751353265,Leading healthcare organization based in latin america showing solid growth trajectory and maintaining weak compliance standards.,0.5456
9189689d-18dd-428b-bd50-1828c40b7c79,Low,Asia Pacific,Retail,Compliant,Excellent,52275.88987607403,26,4,788,0.3133076906159811,1.3633542210882899,0.12938787165172164,0.2074575134606917,0.053976823207778406,90.57359389298635,71.72735134146846,0,84.35929699871502,A retail company operating in asia pacific with excellent regulatory compliance and declining financial performance.,0.6845
0506e16f-bc12-4456-bd9a-0b8c3576f04a,Medium,Latin America,Healthcare,Under Review,Fair,4367648.533884077,21,9,633,0.490194131143032,0.4533507181488987,0.06618452066266046,0.006359382519295203,0.08201152145535372,65.2499612876481,73.37309343933455,3,76.62910974354114,Leading healthcare organization based in latin america showing stable growth trajectory and maintaining adequate compliance standards.,0.557
13abebe1-121c-4346-bf61-8949136e1715,High,Middle East,Energy,Major Issues,Poor,380865.6188191156,41,19,496,0.6337398731680479,2.3895156958068835,0.3576014258605619,0.03560347348913987,0.18668848638641486,76.21594306040485,53.90018678139424,7,44.55144597511417,Established energy business in middle east market with outstanding operational metrics and weak regulatory standing.,0.5184
878a7060-7a82-414d-b6f9-d9fdf7c84d11,Medium,Latin America,Retail,Under Review,Fair,41752949.952223256,25,7,723,1.093012590380204,4.0909701562677565,0.5,0.09465137833404193,-0.041383788248846094,53.23540106338368,53.236073719809625,1,63.3457254322442,A retail company operating in latin america with adequate regulatory compliance and moderate financial performance.,0.5968
6d8485e7-23ea-448f-b6c0-22284dd9ef9c,High,Latin America,Technology,Major Issues,Fair,5167837.343261509,120,1,407,3.998870713313794,6.288861719958091,0.22370706831858855,-0.03816756278623583,0.05033219213991072,72.47784272122816,60.55818844605746,3,53.9088546139029,Established technology business in latin america market with moderate operational metrics and adequate regulatory standing.,0.482
9f82dcc5-1b39-4a6d-a3a1-e1f304de2639,High,Latin America,Healthcare,Major Issues,Poor,816076.4827252729,108,15,586,1.24251455728002,1.924713830000888,0.09799046557579527,-0.23468431619630106,0.12614391279118248,99.43514405023902,73.22715849285017,5,42.104048741518056,Established healthcare business in latin america market with good operational metrics and weak regulatory standing.,0.4551
65d37067-c09f-4cea-aee3-0dc06cefb7b9,Medium,Africa,Telecommunications,Compliant,Excellent,69635.07551328697,327,11,629,1.5596845243077602,1.7397621504743956,0.16413076849581018,0.16903350834212927,-0.1352310907731424,84.83851164794642,73.8947238943755,0,100.0,Leading telecommunications organization based in africa showing challenging growth trajectory and maintaining excellent compliance standards.,0.5662
78d1acb2-b743-4c3e-b08f-a9a64d5a9936,Medium,Africa,Retail,Compliant,Good,1119926.1718966526,197,1,693,1.5112583220914482,1.1219980205308886,0.1899058994379222,0.25736807399079553,0.12811585660332664,91.05225357474642,69.4695748150188,0,76.18125348772281,Established retail business in africa market with good operational metrics and strong regulatory standing.,0.633
